workflow_id,workflow_name,workflow_status,workflow_conclusion,workflow_duration_seconds,workflow_created_at,workflow_updated_at,commit_sha,commit_message,job_name,job_id,job_status,job_conclusion,job_duration_seconds,step_name,step_status,step_conclusion,step_duration_seconds,artifact_size_bytes,timestamp
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Dotnet restore,completed,success,6.0,29152,2026-06-03T14:56:03.810513
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Verify code formatting,completed,success,11.0,29152,2026-06-03T14:56:03.810516
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Post Restore dependencies,completed,success,0.0,29152,2026-06-03T14:56:03.810520
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Post Setup .NET,completed,success,1.0,29152,2026-06-03T14:56:03.810523
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Post Checkout code,completed,success,0.0,29152,2026-06-03T14:56:03.810526
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Complete job,completed,success,0.0,29152,2026-06-03T14:56:03.810529
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Set up job,completed,success,1.0,29152,2026-06-03T14:56:03.810533
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Checkout code,completed,success,2.0,29152,2026-06-03T14:56:03.810536
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Setup .NET,completed,success,0.0,29152,2026-06-03T14:56:03.810539
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Restore dependencies,completed,success,1.0,29152,2026-06-03T14:56:03.810545
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Dotnet restore,completed,success,7.0,29152,2026-06-03T14:56:03.810548
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Run tests,completed,failure,49.0,29152,2026-06-03T14:56:03.810551
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Upload test results,completed,success,1.0,29152,2026-06-03T14:56:03.810554
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Upload code coverage,completed,success,1.0,29152,2026-06-03T14:56:03.810558
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Post Restore dependencies,completed,skipped,0.0,29152,2026-06-03T14:56:03.810562
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Post Setup .NET,completed,skipped,0.0,29152,2026-06-03T14:56:03.810568
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Post Checkout code,completed,success,0.0,29152,2026-06-03T14:56:03.810572
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Tests,79359704650,completed,failure,63.0,Complete job,completed,success,0.0,29152,2026-06-03T14:56:03.810575
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,All Checks,79359909439,completed,failure,2.0,Set up job,completed,success,0.0,29152,2026-06-03T14:56:03.810579
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,All Checks,79359909439,completed,failure,2.0,Check all jobs status,completed,failure,0.0,29152,2026-06-03T14:56:03.810582
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,All Checks,79359909439,completed,failure,2.0,Complete job,completed,success,0.0,29152,2026-06-03T14:56:03.810585
26902803160,CI Pipeline,completed,failure,90.0,2026-06-03T17:50:36Z,2026-06-03T17:52:06Z,bdaafd2d,ci: enable dependency cache - run 13,Code Quality,79359448041,completed,success,25.0,Set up job,completed,success,1.0,29050,2026-06-03T14:56:04.736858
